student_id,total_active_days,Cluster_ID,Behavioral_Pattern
pjxyqxbj039,277,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj040,365,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj043,407,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj044,382,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj046,374,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj048,411,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj049,429,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj051,373,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj052,330,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj054,531,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj058,648,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj060,375,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj063,348,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj064,285,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj065,410,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj066,352,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj067,599,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj068,309,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj073,421,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj074,514,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj075,391,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj080,352,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj082,331,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj084,420,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj086,359,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj088,325,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj089,341,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj092,333,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj093,679,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj094,439,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj095,398,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj096,698,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj098,344,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj100,475,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj102,378,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj103,392,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj105,364,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj106,388,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj113,504,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj114,294,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj117,392,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj119,336,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj120,375,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj121,322,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj124,372,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj125,348,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj129,332,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj131,368,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj132,409,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj139,318,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj144,384,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj145,323,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj146,438,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj147,696,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj148,266,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj150,394,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj151,525,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj152,539,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj153,375,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj154,405,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj155,358,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj158,295,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj159,450,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj160,714,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj162,566,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj164,333,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj165,398,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj167,532,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj169,301,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj173,308,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj174,363,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj180,342,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj182,336,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj187,377,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj188,514,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj192,465,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj195,570,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj198,624,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj207,554,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj214,443,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj217,367,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj220,347,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj221,362,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj223,331,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj224,349,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj225,393,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj228,374,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj230,319,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj237,363,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj238,416,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj239,396,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj240,520,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj241,430,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj242,304,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj243,438,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj250,490,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj251,347,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj253,468,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj255,390,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj257,313,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj261,483,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj262,639,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj269,353,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj271,579,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj272,389,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj273,349,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj277,315,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj278,319,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj279,383,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj280,349,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj282,406,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj283,344,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj284,573,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj285,384,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj286,372,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj288,411,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj290,548,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj293,331,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj294,272,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj296,308,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj301,519,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj305,383,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj312,554,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj314,383,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj315,526,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj317,457,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj319,357,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj320,336,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj323,343,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj325,402,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj327,362,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj330,418,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj332,395,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj333,361,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj334,418,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj337,626,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj340,363,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj345,358,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj347,307,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj348,366,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj352,347,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj353,335,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj355,415,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj358,325,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj359,464,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj361,407,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj365,403,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj370,382,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj371,496,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj374,205,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj379,373,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj384,433,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj391,322,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj392,436,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj395,461,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj397,357,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj399,398,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj400,400,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj403,333,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj404,347,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj405,359,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj410,317,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj412,366,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj415,361,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj417,463,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj418,336,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj419,481,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj422,376,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj428,371,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj430,342,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj432,387,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj433,498,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj439,367,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj440,312,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj443,379,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj448,328,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj451,389,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj452,520,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj454,366,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj455,604,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj459,300,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj460,327,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj464,401,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj465,423,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj469,604,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj470,482,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj474,351,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj476,334,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj478,364,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj483,369,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj484,432,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj485,408,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj490,389,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj491,405,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj492,329,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj496,369,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj501,559,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj505,360,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj506,383,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj507,379,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj511,404,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj512,633,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj519,384,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj520,421,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj521,775,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj522,401,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj524,363,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj525,402,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj527,425,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj528,418,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj529,399,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj533,310,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj537,315,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj540,466,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj541,448,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj544,418,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj545,410,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj546,437,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj548,393,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj554,386,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj557,427,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj559,453,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj562,339,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj565,331,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj566,392,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj569,324,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj570,503,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj571,385,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj574,313,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj575,510,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj576,402,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj577,339,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj578,328,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj580,376,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj581,315,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj583,380,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj584,287,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj585,415,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj586,388,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj588,304,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj589,395,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj594,385,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj595,395,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj599,515,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj605,627,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj607,383,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj608,365,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj609,312,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj610,290,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj615,289,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj616,376,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj625,382,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj626,397,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj628,377,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj629,350,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj630,402,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj633,466,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj635,444,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj636,470,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj637,387,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj638,428,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj640,366,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj642,370,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj643,314,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj645,357,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj646,355,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj647,328,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj648,378,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj653,459,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj657,351,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj658,520,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj659,269,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj662,340,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj663,393,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj667,477,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj669,384,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj670,357,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj676,398,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj679,466,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj681,506,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj682,346,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj683,523,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj686,366,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj687,351,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj688,335,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj691,465,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj692,385,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj694,404,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj698,339,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj701,391,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj703,361,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj707,342,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj709,419,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj710,448,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj712,386,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj714,366,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj717,624,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj718,658,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj722,304,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj724,411,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj725,463,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj726,520,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj728,303,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj729,297,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj731,369,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj733,377,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj734,620,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj736,322,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj737,333,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj739,400,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj740,328,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj743,392,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj744,312,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj749,529,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj750,548,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj753,449,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj754,550,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj756,319,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj757,390,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj760,403,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj761,392,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj762,645,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj765,300,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj769,311,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj770,360,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj771,343,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj772,360,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj776,349,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj777,346,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj779,358,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj780,541,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj781,372,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj784,370,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj788,360,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj789,297,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj791,421,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj794,328,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj795,352,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj798,335,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj799,355,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj800,414,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj801,316,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj807,318,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj812,385,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj813,410,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj815,385,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj817,352,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj818,606,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj823,337,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj827,515,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj828,390,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj829,416,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj830,348,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj831,332,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj832,305,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj834,304,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj835,388,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj838,364,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj840,490,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj841,374,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxyqxbj846,329,0.0,常规混合型 (Standard Mixed Pattern)
pjxyqxbj848,349,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxyqxbj851,466,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxyqxbj853,357,3.0,深夜活跃型 (Late-Night Active Pattern)
